school_name,school_type,gu,dong,address,address_detail,founded
서울쌍문초등학교,초등학교,도봉구,쌍문동,서울특별시 도봉구 우이천로 360,/ 서울쌍문초등학교 (쌍문동/쌍문초등학교),19740430
서울아이티고등학교,고등학교,노원구,중계동,서울특별시 노원구 섬밭로 299,(중계동/서울아이티고등학교),19921030
서울아주초등학교,초등학교,송파구,잠실동,서울특별시 송파구 올림픽로4길 59,/ 서울아주초등학교 (잠실동),19861217
서울아현초등학교,초등학교,마포구,아현동,서울특별시 마포구 굴레방로 6,(아현동),19250402
서울안산초등학교,초등학교,서대문구,홍제동,서울특별시 서대문구 통일로 321,(홍제동),19360619
서울안암초등학교,초등학교,성북구,안암동,서울특별시 성북구 고려대로7가길 39,(안암동2가/ 서울안암초등학교),19560324
서울안천초등학교,초등학교,금천구,독산동,서울특별시 금천구 한내로 69-16,/ 서울안천초등학교 (독산동),19910121
서울안평초등학교,초등학교,동대문구,장안동,서울특별시 동대문구 장한로14길 61,/ 서울안평초등학교 (장안동),19900716
서울압구정초등학교,초등학교,강남구,압구정동,서울특별시 강남구 압구정로39길 29,(압구정동/압구정초등학교),19760820
서울애화학교,특수학교,강북구,미아동,서울특별시 강북구 솔매로52길 31,/ 서울애화학교 (미아동),19751201
서울양강초등학교,초등학교,양천구,신월동,서울특별시 양천구 오목로 101,(신월동/ 서울양강초등학교),19870423
서울양남초등학교,초등학교,광진구,자양동,서울특별시 광진구 뚝섬로64길 71,/ (자양동/ 서울양남초등학교) ,19831203
서울양동초등학교,초등학교,양천구,신정동,서울특별시 양천구 오목로23길 24,(신정동),19720811
서울양명초등학교,초등학교,양천구,신정동,서울특별시 양천구 중앙로 204,(신정동/양명초등학교),19821110
서울양목초등학교,초등학교,양천구,신정동,서울특별시 양천구 목동로11길 30,(신정동/ 서울양목초등학교),19800417
서울양원숲초등학교,초등학교,중랑구,망우동,서울특별시 중랑구 양원역로 95,(망우동/ 서울양원숲초등학교),20220301
서울양원초등학교,초등학교,양천구,신월동,서울특별시 양천구 화곡로 16,(신월동/서울양원초등학교),19901201
서울양재초등학교,초등학교,서초구,양재동,서울특별시 서초구 바우뫼로18길 14,(양재동/양재초등학교),19830719
서울양전초등학교,초등학교,강남구,,서울특별시 강남구 개포로 513,/ 서울양전초등학교 ,19881221
서울양진초등학교,초등학교,광진구,광장동,서울특별시 광진구 워커힐로 32,(광장동/양진초중학교),20050301
서울양천초등학교,초등학교,강서구,가양동,서울특별시 강서구 양천로 329,(가양동/양천초등학교),19000401
서울양화초등학교,초등학교,양천구,목동,서울특별시 양천구 목동중앙북로16길 57,(목동/서울양화초등학교),19780803
서울어울초등학교,초등학교,은평구,녹번동,서울특별시 은평구 통일로 650,/ 서울어울초등학교 (녹번동),20180901
서울언남초등학교,초등학교,서초구,내곡동,서울특별시 서초구 헌릉로8길 42,(내곡동),19340416
서울언북초등학교,초등학교,강남구,청담동,서울특별시 강남구 삼성로135길 42,(청담동/언북초등학교),19450401
서울언주초등학교,초등학교,강남구,도곡동,서울특별시 강남구 남부순환로363길 19,(도곡동/언주초등학교),19270916
서울여의도초등학교,초등학교,영등포구,여의도동,서울특별시 영등포구 여의대방로 439,/ 서울여의도초등학교 (여의도동),19711101
서울여자고등학교,고등학교,마포구,염리동,서울특별시 마포구 백범로25길 34,/ 서울여자고등학교 (염리동),19580415
서울여자상업고등학교,고등학교,관악구,봉천동,서울특별시 관악구 관악로 85,(봉천동/서울여자상업고등학교),19260929
서울여자중학교,중학교,마포구,염리동,서울특별시 마포구 백범로25길 34,/ 서울여자중학교 (염리동),19550302
서울역삼초등학교,초등학교,강남구,역삼동,서울특별시 강남구 강남대로66길 21,(역삼동/역삼초등학교),19780721
서울역촌초등학교,초등학교,은평구,역촌동,서울특별시 은평구 은평로3길 25,/ 서울역촌초등학교 (역촌동/서울역촌초등학교),19721201
서울연가초등학교,초등학교,서대문구,남가좌동,서울특별시 서대문구 증가로12가길 49-50,/ 연가초등학교 (남가좌동),19721130
서울연광초등학교,초등학교,은평구,불광동,서울특별시 은평구 연서로35길 37,/ 서울연광초등학교 (불광동),20040301
서울연신초등학교,초등학교,은평구,불광동,서울특별시 은평구 연서로 347,(불광동),19760318
서울연은초등학교,초등학교,은평구,응암동,서울특별시 은평구 백련산로2길 35,/ 서울연은초등학교 (응암동),19831020
서울연지초등학교,초등학교,노원구,월계동,서울특별시 노원구 월계로55길 48,(월계동),19980301
서울연천초등학교,초등학교,은평구,불광동,서울특별시 은평구 연서로34길 22,/ 연천초등학교 (불광동),19841205
서울연촌초등학교,초등학교,노원구,하계동,서울특별시 노원구 공릉로58길 36,/ 서울연촌초등학교 (하계동),19451110
서울연희초등학교,초등학교,서대문구,연희동,서울특별시 서대문구 연희로 136,(연희동/ 서울연희초등학교),19681207
서울염경초등학교,초등학교,강서구,염창동,서울특별시 강서구 양천로69길 49,(염창동/서울염경초등학교),20050901
서울염동초등학교,초등학교,강서구,염창동,서울특별시 강서구 양천로73길 17,(염창동/염동초등학교),19970516
서울염리초등학교,초등학교,마포구,염리동,서울특별시 마포구 토정로37길 37,/ 서울염리초등학교 (염리동),19830803
서울염창초등학교,초등학교,강서구,염창동,서울특별시 강서구 양천로 646-28,(염창동/ 염창초등학교),19630518
서울영남초등학교,초등학교,금천구,독산동,서울특별시 금천구 문성로 62-15,(독산동),19560326
서울영도초등학교,초등학교,양천구,목동,서울특별시 양천구 목동중앙로 70,/ 서울영도초등학교 (목동/서울영도초등학교),19861004
서울영동초등학교,초등학교,영등포구,당산동,서울특별시 영등포구 국회대로53길 20,/ (당산동/ 영동초등학교) (당산동),19560517
서울영등포초등학교,초등학교,영등포구,문래동,서울특별시 영등포구 경인로 756,(문래동1가),19451101
서울영림초등학교,초등학교,영등포구,대림동,서울특별시 영등포구 시흥대로173길 14,/ 서울영림초등학교 (대림동),19820707
서울영문초등학교,초등학교,영등포구,문래동,서울특별시 영등포구 문래로 56,/ 서울영문초등학교 (문래동6가),20050105
서울영본초등학교,초등학교,동작구,본동,서울특별시 동작구 만양로12가길 69,/ 서울영본초등학교 (본동),19671127
서울영상고등학교,고등학교,양천구,신정동,서울특별시 양천구 목동로11길 46,/ 서울영상고등학교 (신정동),19611208
서울영서초등학교,초등학교,구로구,구로동,서울특별시 구로구 도림로20길 57,/ 영서초등학교 (구로동),19790202
서울영신초등학교,초등학교,영등포구,신길동,서울특별시 영등포구 도신로60길 23,(신길동),19671127
서울영원초등학교,초등학교,영등포구,도림동,서울특별시 영등포구 도영로 22길 31,(도림동),20020901
서울영일초등학교,초등학교,구로구,가리봉동,서울특별시 구로구 남부순환로105길 218,/ 서울영일초등학교 (가리봉동),19671129
서울영중초등학교,초등학교,영등포구,영등포동,서울특별시 영등포구 양산로 185,/ 서울영중초등학교 (영등포동7가),19490401
서울영풍초등학교,초등학교,송파구,거여동,서울특별시 송파구 오금로57길 15,/ 서울영풍초등학교 (거여동),19821010
서울영화초등학교,초등학교,동작구,대방동,서울특별시 동작구 등용로8길 3,/ 서울영화초등학교 (대방동),19620903
서울영희초등학교,초등학교,강남구,일원동,서울특별시 강남구 일원로 21,(일원동/영희초등학교),19461001
서울예술고등학교,고등학교,종로구,평창동,서울특별시 종로구 평창문화로 70,/ 서울예술고등학교 (평창동),19530321
서울오금초등학교,초등학교,송파구,오금동,서울특별시 송파구 위례성대로22길 11,(오금동/ 서울오금초등학교),19930720
서울오류남초등학교,초등학교,구로구,오류동,서울특별시 구로구 서해안로24길 22,(오류동/ 오류남초등학교),19820408
서울오류초등학교,초등학교,구로구,오류동,서울특별시 구로구 경인로19길 39,/ 서울오류초등학교 (오류동),19430523
서울오륜초등학교,초등학교,송파구,방이동,서울특별시 송파구 양재대로 1196,/ 서울오륜초등학교 (방이동),19881208
서울오봉초등학교,초등학교,도봉구,도봉동,서울특별시 도봉구 시루봉로 285,/ 서울오봉초등학교 (도봉동),20000301
서울오정초등학교,초등학교,구로구,오류동,서울특별시 구로구 경인로2길 10,/ 서울오정초등학교 (오류동),19860109
서울오현초등학교,초등학교,강북구,번동,서울특별시 강북구 월계로 221,(번동/오현초등학교),19911002
서울옥수초등학교,초등학교,성동구,금호동,서울특별시 성동구 금호로1길 25,/ 옥수초등학교 (금호동4가),19670327
서울옥정초등학교,초등학교,성동구,옥수동,서울특별시 성동구 한림말길 43,(옥수동/옥정초등학교),19710522
서울온곡초등학교,초등학교,노원구,상계동,서울특별시 노원구 한글비석로52길 59,(상계동/온곡초등학교),19880209
서울온라인학교,각종학교(고),성동구,행당동,서울특별시 성동구 왕십리로 199,(행당동),20250301
서울온수초등학교,초등학교,구로구,온수동,서울특별시 구로구 부일로 893,(온수동),19840127
서울왕북초등학교,초등학교,강남구,수서동,서울특별시 강남구 광평로31길 74,(수서동/왕북초등학교),19631031
서울외국어고등학교,고등학교,도봉구,창동,서울특별시 도봉구 덕릉로66길 22,(창동),19931005
서울외국인학교,외국인학교,서대문구,연희동,서울특별시 서대문구 연희로22길 39,(연희동),19120501
서울용강초등학교,초등학교,마포구,대흥동,서울특별시 마포구 백범로17길 9,(대흥동),19160426
서울용곡초등학교,초등학교,광진구,중곡동,서울특별시 광진구 용마산로22길 82,/ 서울용곡초등학교 (중곡동),19780213
서울용답초등학교,초등학교,성동구,,서울특별시 성동구 용답25길 1,/ 서울용답초등학교 ,19830420
서울용동초등학교,초등학교,노원구,중계동,서울특별시 노원구 한글비석로1길 81-11,(중계동/용동초등학교),19910325
서울용두초등학교,초등학교,동대문구,용두동,서울특별시 동대문구 천호대로13길 43,(용두동),19481101
서울용마초등학교,초등학교,광진구,중곡동,서울특별시 광진구 천호대로113길 10,(중곡동),19720801
서울용산국제학교,외국인학교,용산구,한남동,서울특별시 용산구 이태원로 285,(한남동),20060808
서울용산초등학교,초등학교,,,서울 용산구 한강대로57길 33,(한강로2가/용산초등학교),19451101
서울용암초등학교,초등학교,용산구,용산동,서울특별시 용산구 녹사평대로60길 39,(용산동2가/ 용암초등학교),19650926
서울용원초등학교,초등학교,노원구,공릉동,서울특별시 노원구 섬밭로 144,/ 용원초등학교 (공릉동/ 서울용원초등학교),19950625
서울우면초등학교,초등학교,서초구,,서울특별시 서초구 태봉로,59,20120301
서울우솔초등학교,초등학교,서초구,우면동,서울특별시 서초구 양재대로2길 74,/ 서울우솔초등학교 (우면동),20130301
서울우신초등학교,초등학교,영등포구,신길동,서울특별시 영등포구 신길로 190,(신길동/우신초등학교),19150305
서울우암초등학교,초등학교,서초구,우면동,서울특별시 서초구 바우뫼로7길 38,(우면동/우암초등학교),19940805
서울우이초등학교,초등학교,강북구,수유동,서울특별시 강북구 삼양로99길 36,(수유동/서울우이초등학교),19491002
서울우장초등학교,초등학교,강서구,화곡동,서울특별시 강서구 화곡로 263,(화곡동/우장초등학교),19830610
서울원광초등학교,초등학교,노원구,중계동,서울특별시 노원구 덕릉로76길 18,(중계동/원광초등학교),19911030
서울원당초등학교,초등학교,관악구,봉천동,서울특별시 관악구 봉천로 505,(봉천동),19721209
서울원명초등학교,초등학교,서초구,서초동,서울특별시 서초구 고무래로 90-6,(서초동/원명초등학교),19890704
서울원묵초등학교,초등학교,중랑구,묵동,서울특별시 중랑구 숙선옹주로 109,/ 서울원묵초등학교 (묵동),19951110
서울원신초등학교,초등학교,관악구,신림동,서울특별시 관악구 광신길 177,/ 원신초등학교 (신림동),20020710
서울원촌초등학교,초등학교,서초구,반포동,서울특별시 서초구 사평대로45길 26,(반포동/서울원촌초등학교),19790918
서울원효초등학교,초등학교,용산구,산천동,서울특별시 용산구 효창원로13길 38,/ 서울원효초등학교 (산천동/원효초등학교),19830511
서울월계초등학교,초등학교,노원구,월계동,서울특별시 노원구 월계로45가길 10,(월계동/월계초등학교),19920715
서울월곡초등학교,초등학교,성북구,장위동,서울특별시 성북구 장월로3길 42,(장위동/서울월곡초등학교),19710901
서울월정초등학교,초등학교,강서구,화곡동,서울특별시 강서구 월정로 176,(화곡동/월정초등학교),19811226
서울월천초등학교,초등학교,도봉구,창동,서울특별시 도봉구 노해로70길 96,(창동/서울월천초등학교),19880928
서울월촌초등학교,초등학교,양천구,목동,서울특별시 양천구 목동중앙로 132,(목동/서울월촌초등학교),19851012
서울웹툰애니메이션고등학교,고등학교,서초구,방배동,서울특별시 서초구 과천대로 852-23,(방배동),19940105
서울위례별초등학교,초등학교,송파구,장지동,서울특별시 송파구 위례광장로 243,/ 서울위례별초등학교 (장지동),20160301
서울위례솔초등학교,초등학교,송파구,,서울특별시 송파구 위례북로2길 12,/ 12 ,20220301
서울위례초등학교,초등학교,강동구,둔촌동,서울특별시 강동구 명일로 23,(둔촌동),19811024
서울유현초등학교,초등학교,강북구,수유동,서울특별시 강북구 인수봉로37길 24,(수유동/서울유현초등학교),19740605
서울윤중초등학교,초등학교,영등포구,여의도동,서울특별시 영등포구 여의나루로2길 14,(여의도동),19791226
서울율현초등학교,초등학교,강남구,자곡동,서울특별시 강남구 밤고개로21길 15,/ 서울율현초등학교 (자곡동),20140828
서울은로초등학교,초등학교,동작구,흑석동,서울특별시 동작구 서달로 115,/ 서울은로초등학교 (흑석동),19081101
서울은명초등학교,초등학교,은평구,응암동,서울특별시 은평구 은평로4길 21-9,/ 서울은명초등학교 (응암동),20080716
서울은빛초등학교,초등학교,은평구,진관동,서울특별시 은평구 진관3로 73-17,(진관동),20110113
서울은정초등학교,초등학교,양천구,,서울특별시 양천구 목동남로 85,서울은정초등학교,19960710
서울은진초등학교,초등학교,은평구,진관동,서울특별시 은평구 진관1로 21-20,/ 은진초등학교 (진관동),20081231
서울은천초등학교,초등학교,관악구,봉천동,서울특별시 관악구 은천로 69,(봉천동),19580401
서울은평초등학교,초등학교,은평구,녹번동,서울특별시 은평구 은평로 239,(녹번동),19310401
서울을지초등학교,초등학교,노원구,중계동,서울특별시 노원구 중계로 239,(중계동),19940105
서울응봉초등학교,초등학교,성동구,응봉동,서울특별시 성동구 독서당로62길 28,(응봉동/ 응봉초등학교),20020712
서울응암초등학교,초등학교,은평구,응암동,서울특별시 은평구 가좌로6길 20,/ 서울응암초등학교 (응암동),19621112
서울의료보건고등학교,고등학교,중구,만리동,서울특별시 중구 만리재로37길 30,(만리동1가),19710531
서울이문초등학교,초등학교,동대문구,이문동,서울특별시 동대문구 신이문로 16,(이문동/ 서울이문초등학교),19670711
서울이수초등학교,초등학교,서초구,방배동,서울특별시 서초구 방배천로4길 23,서울이수초등학교 (방배동/이수초등학교),19770901
서울이태원초등학교,초등학교,용산구,이태원동,서울특별시 용산구 녹사평대로40길 19,(이태원동/이태원초등학교),19430501
서울인공지능고등학교,고등학교,송파구,거여동,서울특별시 송파구 양산로 21,(거여동),19910301
서울인수초등학교,초등학교,강북구,수유동,서울특별시 강북구 인수봉로 269,(수유동/서울인수초등학교),19820707
서울인왕초등학교,초등학교,서대문구,홍제동,서울특별시 서대문구 세무서길 33-9,(홍제동/서울인왕초등학교),19621112
서울인헌초등학교,초등학교,관악구,봉천동,서울특별시 관악구 낙성대로 23,(봉천동),19791231
서울일본인학교,외국인학교,마포구,상암동,서울특별시 마포구 월드컵북로62길 11,/ 일본인학교 (상암동),19720508
서울일신초등학교,초등학교,성북구,종암동,서울특별시 성북구 월곡로 74,(종암동/서울일신초등학교),20000901
서울일원초등학교,초등학교,강남구,일원동,서울특별시 강남구 영동대로4길 20,(일원동/일원초등학교),19841010
서울자곡초등학교,초등학교,강남구,자곡동,서울특별시 강남구 자곡로 150,(자곡동),20140901
서울자양초등학교,초등학교,광진구,자양동,서울특별시 광진구 아차산로44길 26,(자양동),19451210
서울자운초등학교,초등학교,도봉구,창동,서울특별시 도봉구 마들로13길 166,/ 서울자운초등학교 (창동),19970105
서울잠동초등학교,초등학교,송파구,신천동,서울특별시 송파구 올림픽로35길 122,(신천동/ 잠동초등학교),19800929
서울잠신초등학교,초등학교,송파구,잠실동,서울특별시 송파구 잠실로 32,/ 서울잠신초등학교 (잠실동),19810805
서울잠실초등학교,초등학교,송파구,신천동,서울특별시 송파구 올림픽로35길 20,(신천동/잠실초등학교),19751101
서울잠원초등학교,초등학교,서초구,반포동,서울특별시 서초구 신반포로16길 15-25,(반포동/ 잠원초등학교),19780830
서울잠일초등학교,초등학교,송파구,잠실동,서울특별시 송파구 올림픽로 95,/ 서울잠일초등학교 (잠실동),19760312
서울잠전초등학교,초등학교,송파구,잠실동,서울특별시 송파구 올림픽로12길 51,/ 서울잠전초등학교 (잠실동),19810909
서울잠현초등학교,초등학교,송파구,신천동,서울특별시 송파구 올림픽로37길 109,/ 서울잠현초등학교 (신천동),20080717
서울장곡초등학교,초등학교,성북구,장위동,서울특별시 성북구 장월로23길 16,(장위동/서울장곡초등학교),19780222
서울장수초등학교,초등학교,양천구,신정동,서울특별시 양천구 신정로13가길 30,(신정동),20051229
서울장안초등학교,초등학교,광진구,군자동,서울특별시 광진구 군자로 74,(군자동),19550319
서울장월초등학교,초등학교,성북구,장위동,서울특별시 성북구 한천로101길 66,(장위동/ 서울장월초등학교),20060719
서울장위초등학교,초등학교,성북구,장위동,서울특별시 성북구 장월로8가길 41,(장위동/서울장위초등학교),19461211
서울장충초등학교,초등학교,중구,신당동,서울특별시 중구 청구로17길 40,/ 서울장충초등학교 (신당동),19531021
서울장평초등학교,초등학교,동대문구,전농동,서울특별시 동대문구 답십리로 ,", 69길 27 (전농동)",19800404
서울재동초등학교,초등학교,종로구,가회동,서울특별시 종로구 북촌로4길 7,/ 서울재동초등학교 (가회동),18950830
서울전곡초등학교,초등학교,동대문구,전농동,서울특별시 동대문구 전농로 172,(전농동),19590508
서울전농초등학교,초등학교,동대문구,전농동,서울특별시 동대문구 사가정로 66,/ 서울전농초등학교 (전농동),19420408
서울전동초등학교,초등학교,동대문구,전농동,서울특별시 동대문구 전농로16길 61,/ 서울전동초등학교 (전농동),19681206
서울정곡초등학교,초등학교,강서구,방화동,서울특별시 강서구 방화대로50길 22,(방화동/정곡초등학교),19921001
서울정덕초등학교,초등학교,성북구,동소문동,서울특별시 성북구 아리랑로 63,(동소문동7가/서울정덕초등학교),19461101
서울정릉초등학교,초등학교,성북구,정릉동,서울특별시 성북구 솔샘로25가길 8,(정릉동/서울정릉초등학교),19850710
서울정목초등학교,초등학교,양천구,목동,서울특별시 양천구 목동중앙로3길 30-10,(목동/서울정목초등학교),19810921
서울정문학교,특수학교,관악구,신림동,서울특별시 관악구 난향3길 31,(신림동),19960115
서울정민학교,특수학교,노원구,하계동,서울특별시 노원구 공릉로58길 24,(하계동/ 서울정민학교),20001125
서울정수초등학교,초등학교,성북구,정릉동,서울특별시 성북구 정릉로24길 58,(정릉동/서울정수초등학교),19860406
서울정심초등학교,초등학교,금천구,독산동,서울특별시 금천구 독산로78다길 89,/ 정심초등학교 (독산동),19821110
서울정애학교,특수학교,강남구,삼성동,서울특별시 강남구 봉은사로81길 16,/ 서울정애학교 (삼성동),20000301
서울정인학교,특수학교,강북구,수유동,서울특별시 강북구 인수봉로 119-20,(수유동/ 정인학교),20000115
서울정진학교,특수학교,구로구,궁동,서울특별시 구로구 부일로9길 158,(궁동/ 서울정진학교),19870709
서울정화고등학교,고등학교,동대문구,제기동,서울특별시 동대문구 홍릉로15길 50,(제기동)정화여자상업고등학교,19080901
서울조원초등학교,초등학교,관악구,신림동,서울특별시 관악구 조원로 67,(신림동),20050301
서울종암초등학교,초등학교,동대문구,제기동,서울특별시 동대문구 무학로44길 25,(제기동),19220708
서울중계초등학교,초등학교,노원구,중계동,서울특별시 노원구 한글비석로19길 39,/ 서울중계초등학교 (중계동),19751002
서울중곡초등학교,초등학교,중랑구,면목동,서울특별시 중랑구 면목로23길 20,(면목동/중곡초등학교),19670905
서울중광초등학교,초등학교,광진구,중곡동,서울특별시 광진구 긴고랑로13길 59,(중곡동/중광초등학교),19980901
서울중대초등학교,초등학교,송파구,송파동,서울특별시 송파구 송파대로36길 8,(송파동),19241113
서울중동초등학교,초등학교,마포구,성산동,서울특별시 마포구 월드컵북로 152,(성산동),19770901
서울중랑초등학교,초등학교,중랑구,면목동,서울특별시 중랑구 봉우재로6길 26,(면목동/중랑초등학교),19720508
서울중마초등학교,초등학교,광진구,중곡동,서울특별시 광진구 동일로72길 43,(중곡동),19821110
서울중목초등학교,초등학교,중랑구,면목동,서울특별시 중랑구 동일로 665,/ 서울중목초등학교 (면목동),19971104
서울중원초등학교,초등학교,노원구,중계동,서울특별시 노원구 섬밭로 316,(중계동),19900407
서울중평초등학교,초등학교,노원구,하계동,서울특별시 노원구 섬밭로 241,/ 서울중평초등학교 (하계동),19880425
서울중현초등학교,초등학교,노원구,하계동,서울특별시 노원구 섬밭로 181,/ 서울중현초등학교 (하계동/중현초등학교),19891018
서울중화초등학교,초등학교,중랑구,신내동,서울특별시 중랑구 신내로7가길 22,/ 서울중화초등학교 (신내동),19461107
서울중흥초등학교,초등학교,중랑구,중화동,서울특별시 중랑구 봉화산로 82,/ 서울중흥초등학교 (중화동),19990726
서울증산초등학교,초등학교,은평구,증산동,서울특별시 은평구 증산서길 61,(증산동),19761126
서울지향초등학교,초등학교,양천구,신정동,서울특별시 양천구 신정로11길 74,/ 서울지향초등학교 (신정동/지향초등학교),20020901
서울진관초등학교,초등학교,은평구,진관동,서울특별시 은평구 진관4로 78-16,(진관동/진관초등학교),20080901
서울창경초등학교,초등학교,도봉구,쌍문동,서울특별시 도봉구 도봉로129길 54,"(쌍문동,창경초등학교)",19890901
서울창도초등학교,초등학교,도봉구,방학동,서울특별시 도봉구 방학로 32-28,(방학동/ 서울창도초등학교),19821007
서울창동초등학교,초등학교,도봉구,창동,서울특별시 도봉구 해등로16길 81,(창동),19300401
서울창림초등학교,초등학교,도봉구,창동,서울특별시 도봉구 덕릉로63길 46,(창동),19970604
서울창서초등학교,초등학교,서대문구,창천동,서울특별시 서대문구 연세로5나길 30-3,(창천동/ 서울창서초등학교),19611101
서울창신초등학교,초등학교,종로구,창신동,서울특별시 종로구 지봉로 73,/ 서울창신초등학교 (창신동),19160520
서울창원초등학교,초등학교,도봉구,창동,서울특별시 도봉구 해등로 103,(창동/서울창원초등학교),19900716
서울창일초등학교,초등학교,도봉구,창동,서울특별시 도봉구 노해로66길 84,/ 창일초등학교 (창동),19900716
서울창천초등학교,초등학교,마포구,노고산동,서울특별시 마포구 백범로1길 56,/ 서울창천초등학교 (노고산동),19400129
서울천동초등학교,초등학교,강동구,길동,서울특별시 강동구 성안로 200,/ 서울천동초등학교 (길동),19821207
서울천왕초등학교,초등학교,구로구,천왕동,서울특별시 구로구 천왕로1길 11,(천왕동),20110901
서울천이초등학교,초등학교,구로구,오류동,서울특별시 구로구 오류로 30,/ 서울천이초등학교 (오류동),20160329
서울천일초등학교,초등학교,강동구,천호동,서울특별시 강동구 구천면로 266,/ 서울천일초등학교 (천호동),19851017
서울천호초등학교,초등학교,강동구,천호동,서울특별시 강동구 구천면로 310-11,"(천호동,서울천호초등학교)",19440501
서울청계초등학교,초등학교,노원구,중계동,서울특별시 노원구 공릉로 431,/ 서울청계초등학교 (중계동),18950901
서울청구초등학교,초등학교,중구,신당동,서울특별시 중구 다산로 170,(신당동/청구초등학교),19370901
서울청담초등학교,초등학교,강남구,청담동,서울특별시 강남구 압구정로71길 9,(청담동/청담초등학교),19800301
서울청덕초등학교,초등학교,성북구,정릉동,서울특별시 성북구 정릉로9라길 11,(정릉동/서울청덕초등학교),19670910
서울청량초등학교,초등학교,동대문구,회기동,서울특별시 동대문구 회기로25길 31,(회기동/서울청량초등학교),19370405
서울청룡초등학교,초등학교,관악구,봉천동,서울특별시 관악구 관악로5길 61,(봉천동),19851018
서울청운초등학교,초등학교,종로구,청운동,서울특별시 종로구 자하문로 105,/ 청운초등학교 (청운동),19230401
서울청파초등학교,초등학교,용산구,청파동,서울특별시 용산구 효창원로 228,/ 서울청파초등학교 (청파동2가),19430120
서울체육고등학교,고등학교,송파구,방이동,서울특별시 송파구 강동대로 232,/ 서울체육고등학교 (방이동),19710320
서울체육중학교,중학교,송파구,방이동,서울특별시 송파구 강동대로 232,/ 서울체육중학교 (방이동),19710113
서울초당초등학교,초등학교,도봉구,방학동,서울특별시 도봉구 해등로32길 11,(방학동),19930720
서울충무초등학교,초등학교,,장충동,서울 중구 퇴계로50길 13,(장충동2가/충무초등학교),19570428
서울치현초등학교,초등학교,강서구,,서울특별시 강서구 방화대로47길 43,서울치현초등학교,19940105
서울컨벤션고등학교,고등학교,강동구,고덕동,서울특별시 강동구 동남로 964,/ 서울컨벤션고등학교 (고덕동),19611215
서울탑동초등학교,초등학교,금천구,시흥동,서울특별시 금천구 탑골로 47-3,(시흥동/ 탑동초등학교),19670915
서울탑산초등학교,초등학교,강서구,가양동,서울특별시 강서구 허준로 109,(가양동/탑산초등학교),19930805
서울태랑초등학교,초등학교,노원구,공릉동,서울특별시 노원구 화랑로51나길 31,/ 서울태랑초등학교 (공릉동),20010611
서울태릉초등학교,초등학교,노원구,공릉동,서울특별시 노원구 노원로1길 36,/ 서울태릉초등학교 (공릉동),19860117
서울토성초등학교,초등학교,송파구,풍납동,서울특별시 송파구 풍성로20길 44,/ 서울토성초등학교 (풍납동),19840421
서울평화초등학교,초등학교,송파구,가락동,서울특별시 송파구 송파대로26길 22,/ 서울평화초등학교 (가락동),19921021
서울포이초등학교,초등학교,강남구,개포동,서울특별시 강남구 개포로22길 87,/ 서울포이초등학교 (개포동/포이초등학교),19901024
서울풍납초등학교,초등학교,송파구,풍납동,서울특별시 송파구 풍성로 43,(풍납동),19800801
서울풍성초등학교,초등학교,송파구,풍납동,서울특별시 송파구 강동대로2길 13,/ (풍납동/풍성초등학교) ,19910424
서울프랑스학교,외국인학교,서초구,반포동,서울특별시 서초구 서래로 7,(반포동),20010407
서울하늘숲초등학교,초등학교,구로구,천왕동,서울특별시 구로구 오리로 1106,", 서울하늘숲초등학교 (천왕동)",20190501
서울하늘초등학교,초등학교,마포구,상암동,서울특별시 마포구 월드컵북로 502-14,/ 서울하늘초등학교 (상암동),20110301
서울학동초등학교,초등학교,강남구,논현동,서울특별시 강남구 선릉로115길 42,/ 서울학동초등학교 (논현동),19790126
서울한강초등학교,초등학교,용산구,,서울특별시 용산구 한강대로14길 9,/ 서울한강초등학교 (한강로3가),19590331
서울한남초등학교,초등학교,용산구,한남동,서울특별시 용산구 한남대로 112,/ 서울한남초등학교 (한남동),19210509
서울한산초등학교,초등학교,강동구,둔촌동,서울특별시 강동구 풍성로 261,(서울한산초등학교/ 둔촌동),19900501
서울한서초등학교,초등학교,마포구,염리동,서울특별시 마포구 대흥로24바길 27,/ 서울한서초 (염리동),19451101
서울한천초등학교,초등학교,노원구,월계동,서울특별시 노원구 마들로 45,/ 서울한천초등학교 (월계동),19831203
서울항동초등학교,초등학교,구로구,항동,서울특별시 구로구 연동로 178,(항동),20190301
서울해누리초등학교,초등학교,송파구,가락동,서울특별시 송파구 송파대로37길 95,(가락동),20190301
서울행당초등학교,초등학교,성동구,행당동,서울특별시 성동구 고산자로8길 6,/ 서울행당초등학교 (행당동),19621026
서울행림초등학교,초등학교,동작구,사당동,서울특별시 동작구 솔밭로 47,(사당동/행림초등학교),19920506
서울행현초등학교,초등학교,성동구,행당동,서울특별시 성동구 행당로 95,(행당동),20050714
서울혜화초등학교,초등학교,종로구,혜화동,서울특별시 종로구 혜화로 32,/ 서울혜화초등학교 (혜화동),19100125
서울홍릉초등학교,초등학교,동대문구,청량리동,서울특별시 동대문구 회기로 90,(청량리동),19670915
서울홍연초등학교,초등학교,서대문구,홍은동,서울특별시 서대문구 백련사길 55,/ 서울홍연초등학교 (홍은동),19750703
서울홍은초등학교,초등학교,서대문구,홍제동,서울특별시 서대문구 세검정로 105,/ 홍제동/서울홍은초등학교 (홍제동),19740306
