ATPT_OFCDC_SC_CODE,ATPT_OFCDC_SC_NM,ADMST_ZONE_NM,ACA_INSTI_SC_NM,ACA_ASNUM,ACA_NM,ESTBL_YMD,REG_YMD,REG_STTUS_NM,CAA_BEGIN_YMD,CAA_END_YMD,TOFOR_SMTOT,DTM_RCPTN_ABLTY_NMPR_SMTOT,REALM_SC_NM,LE_ORD_NM,LE_CRSE_LIST_NM,LE_CRSE_NM,PSNBY_THCC_CNTNT,THCC_OTHBC_YN,BRHS_ACA_YN,FA_RDNMA,FA_RDNDA,FA_RDNZC,FA_TELNO,LOAD_DTM,lat,lng,geocode_source
B10,서울특별시교육청,노원구,교습소,3000046285,컬러풀오아시스미술교습소,20230901,20230901,개원,        ,        ,0,8,예능(대),예능(중),미술 1,미술,"미술 1:120000, 미술 2:170000",Y,N,서울특별시 노원구 한글비석로14길 36,", 201호 일부 (중계동, 극동의푸른별2차아파트 상가동)",1717,010-9683-2155,20260215,37.6588651012284,127.077035602901,rdnma
B10,서울특별시교육청,노원구,교습소,3000053901,컬투스영어교습소,20260105,20260105,개원,        ,        ,0,9,입시.검정 및 보습,보통교과,초등,보통교과,"초등:280000, 중등:300000, 고등:340000, 중등특강A:200000, 중등특강B:100000, 고등특강A:220000, 고등특강B:110000",Y, ,서울특별시 노원구 한글비석로 264,", 510-1호(중계동)",1720,,20260201,37.6511587125973,127.077337907538,rdnma
B10,서울특별시교육청,노원구,교습소,3000037447,컴벤져스컴퓨터교습소,20200904,20200904,개원,        ,99991231,70,7,정보,정보,초등A,정보교과,"초등A:90000, 초등B:180000, 초등C:270000, 중등A:100000, 중등B:200000, 중등C:300000, 고등A:125000, 고등B:250000, 고등C:375000",Y,N,서울특별시 노원구 한글비석로 242,", 204호 (중계동, 삼부프라자)",1734,00-000-0000,20231119,37.6492349017795,127.076973642943,rdnma
B10,서울특별시교육청,노원구,교습소,3000046465,케이에스(KS)수학교습소,20231012,20231012,개원,        ,        ,0,2,입시.검정 및 보습,,,, ,Y, ,서울특별시 노원구 한글비석로 232,", 333호 (중계동, 유경데파트)",1734,010-8678-5785,20231018,37.6484456633269,127.076938720805,rdnma
B10,서울특별시교육청,노원구,교습소,3000033056,코치클래스영어교습소,20181123,20181123,개원,        ,99991231,20,5,입시.검정 및 보습,보통교과,초등영어,보습,"초등영어:190000, 중등영어:230000, 중등영어(심화):430000, 고등영어(심화):450000, 고등기본(a):330000, 고등기본(b):220000",Y,N,서울특별시 노원구 노원로 58,", 104호 (공릉동, 우방아파트 상가)",1799,02-000-0000,20231217,37.6269205081549,127.088380286848,rdnma
B10,서울특별시교육청,노원구,교습소,16556,코코스(KOKOS)영어교습소,20070313,20070313,개원,        ,99991231,32,4,입시.검정 및 보습,보통교과,중등영어1,보습,"중등영어1:150000, 중등영어2:250000, 중등영어3:300000, 중등영어4:320000, 고등영어1:200000, 고등영어2:170000, 고등영어3:360000, 고등영어4:390000",Y,N,서울특별시 노원구 한글비석로 264,  중계그린프라자510호 (중계동),139861,02-933-8688,20231018,37.6511587125973,127.077337907538,rdnma
B10,서울특별시교육청,노원구,교습소,3000021471,큐브레인수학교습소,20141105,20141105,개원,        ,99991231,4,5,입시.검정 및 보습,보통교과,,보습,"초등:30000, 초등수학:78000",Y,N,서울특별시 노원구 노원로 547,", 2층 일부(2층-5호) (상계동, 임광아파트)",139908,02-930-7905,20231018,37.6609845717011,127.057983848414,rdnma
B10,서울특별시교육청,노원구,교습소,3000025654,크레센도비올라전문음악교습소,20160316,20160316,개원,        ,99991231,25,4,예능(대),예능(중),입시반(칼프레쉬+입시곡),음악,"입시반(칼프레쉬+입시곡):70000, 기초반(기초자세+곡연주):40000, 중급반(칼프레쉬+중급곡):45000, 취미반(기초자세+곡연주):45000",Y,N,서울특별시 노원구 노원로28길 9,", 203호 (상계동)",1704,,20251109,37.6530278761718,127.068468944165,rdnma
B10,서울특별시교육청,노원구,교습소,3000035682,크림프랜드미술교습소,20191128,20191128,개원,        ,99991231,18,9,예능(대),예능(중),미술1,미술,"미술1:80000, 미술2:110000, 미술3:130000, 미술4:160000, 미술심화:190000",Y,N,서울특별시 노원구 동일로213길 78,", 303호 (상계동, 상계주공아파트 2단지유치원)",1764,010-0000-0000,20250112,37.6481193643814,127.057595830364,rdnma
B10,서울특별시교육청,노원구,교습소,3000024826,클라라음악교습소,20151209,20151209,개원,        ,99991231,55,9,예능(대),예능(중),초등바이엘1,음악,"초등바이엘1:110000, 초등바이엘2:110000, 초등체르니30(1):60000, 초등체르니30(2):80000, 초등체르니30(3):130000, 초등체르니30(4):130000, 초등체르니100:120000, 초등체르니40(1):130000, 초등체르니40(2):150000, 중등바이엘:140000, 중등체르니:120000",Y,N,서울특별시 노원구 덕릉로 591,", 2층 일부 (중계동)",1708,02-932-4876,20231018,37.6510199057675,127.071869253351,rdnma
B10,서울특별시교육청,노원구,교습소,3000015356,클라비어음악교습소,20121005,20121005,개원,        ,99991231,25,5,예능(대),예능(중),바이엘,음악, ,Y,N,서울특별시 노원구 중계로14나길 25,", 상가1동 2층 201호 (중계동,삼성아파트)",139931,02-931-7118,20231018,37.6485870640359,127.084143743208,rdnma
B10,서울특별시교육청,노원구,교습소,3000019075,클라쎄독일어교습소,20140108,20140108,개원,        ,99991231,2,5,입시.검정 및 보습,보통교과,독일어,보습, ,Y,N,서울특별시 노원구 한글비석로 250,", 201호 (중계동)",1734,00-000-0000,20231018,37.6500289131025,127.077011970264,rdnma
B10,서울특별시교육청,노원구,교습소,2000020215,클래스넘버원영어교습소,19990719,19990719,개원,        ,99991231,36,7,입시.검정 및 보습,보통교과,고등D,보습,"고등D:40000, 중등A:380000, 중등B:100000, 중등C:40000, 고등A:430000, 고등B:320000, 고등C:100000",Y,N,서울특별시 노원구 한글비석로 254,"801호 (중계동, 대명프라자)",1734,02-000-0000,20250223,37.6504043041825,127.077086240765,rdnma
B10,서울특별시교육청,노원구,교습소,3000037834,클레어프랩영어교습소,20201109,20201109,개원,        ,99991231,32,4,입시.검정 및 보습,보통교과,초등1,보습,"초등1:320000, 초등2:350000, 초등3:280000, 중등1:300000",Y,N,서울특별시 노원구 중계로 198,", 204호 (중계동, 중계종합상가)",1721,02-0000-0000,20250727,37.6509108285581,127.078193881613,rdnma
B10,서울특별시교육청,노원구,교습소,3000019266,클리닉과학교습소,20140210,20140210,개원,        ,99991231,21,3,입시.검정 및 보습,,초등과학,,"초등과학:420000, 중등과학:510000, 고등과학(물화생지)a:540000, 고등과학(물화생지)b:480000, 고등과학(물화생지)c:420000, 고등과학(물화생지)d:360000, 고등과학(물화생지)e:270000, 고등과학(물화생지)f:680000",Y,N,서울특별시 노원구 한글비석로 232,", 501호, 502호 일부 (중계동, 유경데파트)",1734,02-939-0515,20240616,37.6484456633269,127.076938720805,rdnma
B10,서울특별시교육청,노원구,교습소,5118,키야미술교습소,20040608,20040608,개원,        ,99991231,16,7,예능(대),예능(중),"초1,2(2)",미술,"초1,2(2):110000, 초1,2(3):120000, 초3,4(2):120000, 초3,4(3):130000, 초5,6(2):130000, 초5,6(3):140000, 중등1:150000, 중등2:160000, 중등3:170000, 고등1:200000",Y,N,서울특별시 노원구 공릉로34길 19,  (2층) (공릉동),139800,02-948-5932,20250727,37.6228511266108,127.080158469096,rdnma
B10,서울특별시교육청,노원구,교습소,3000028476,키즈앤수학교습소,20170307,20170307,개원,20220628,20220704,9,3,입시.검정 및 보습,보통교과,초등수학1,보습,"초등수학1:95000, 초등수학2:140000, 초등수학3:190000, 초등수학4:140000, 초등수학5:210000",Y,N,서울특별시 노원구 중계로 225,", 상가동 209-1호 일부 (중계동)",1742,02-000-0000,20231018,37.6503840349218,127.074984978156,rdnma
B10,서울특별시교육청,노원구,교습소,3000020675,킴스뮤직음악교습소,20140723,20140723,개원,        ,99991231,25,8,예능(대),예능(중),바이엘(주3회),음악,"바이엘(주3회):130000, 체르니100(주3회):140000, 체르니30(주3회):150000, 체르니40(주3회):160000, 바이엘(주5회):150000, 체르니100(주5회):160000, 체르니30(주5회):170000, 체르니40(주5회):180000",Y,N,서울특별시 노원구 노원로1길 75,", 2층 (공릉동)",139800,02-977-2441,20260201,37.6208325424257,127.083042708327,rdnma
B10,서울특별시교육청,노원구,교습소,3000052547,킴스잉글리쉬영어교습소,20250520,20250520,개원,        ,        ,0,3,입시.검정 및 보습,,,, ,Y, ,서울특별시 노원구 한글비석로 250,", 210호, 214호(중계동)",1734,,20250525,37.6500289131025,127.077011970264,rdnma
B10,서울특별시교육청,노원구,교습소,3000042097,킹스수학교습소,20220818,20220818,개원,        ,99991231,18,3,입시.검정 및 보습,보통교과,,보습, ,Y,N,서울특별시 노원구 중계로 197,", 304호 (중계동, 동진,신안아파트 상가동)",1735,02-939-3851,20231018,37.6503496861549,127.078209384307,rdnma
B10,서울특별시교육청,노원구,교습소,3000038395,탄탄수학교습소,20210209,20210209,개원,        ,99991231,9,4,입시.검정 및 보습,보통교과,,보습, ,Y,N,서울특별시 노원구 덕릉로126길 12,", 3층(상계동)",1644,000-0000-0000,20240602,37.6703749341833,127.082132953815,rdnma
B10,서울특별시교육청,노원구,교습소,3000036256,탑노치잉글리쉬영어교습소,20200207,20200207,개원,        ,99991231,35,5,입시.검정 및 보습,보통교과,초등영어,보습,"초등영어:240000, 중등영어:320000, 중등내신영어A:320000, 중등내신영어B:30000, 고등영어:350000, 고등내신영어A:350000, 고등내신영어B:30000",Y,N,서울특별시 노원구 노원로22길 71,", 210호 (중계동,건영아파트상가동)",1744,00-000-0000,20240331,37.6485594214008,127.075881614134,rdnma
B10,서울특별시교육청,노원구,교습소,3000033811,탑솔루션수학교습소,20190228,20190228,개원,        ,99991231,26,7,입시.검정 및 보습,보통교과,"초등1,2수학",보습,"초등1,2수학:190000, 초등3,4수학:200000, 초등5,6수학:210000, 중등1,2,3수학:300000",Y,N,서울특별시 노원구 화랑로51길 38,", 402호 (공릉동, 밀레니엄타워)",1801,02-9787-789,20231018,37.6249572724348,127.089080516412,rdnma
B10,서울특별시교육청,노원구,교습소,26623,탑스영어교습소,20091130,20091130,개원,        ,99991231,63,9,입시.검정 및 보습,보통교과,초등영어,보습,"초등영어:270000, 중등영어A:360000, 중등영어B:360000, 고등영어A:400000, 고등영어B:400000, 중등영어특강:360000, 고등영어특강:400000",Y,N,서울특별시 노원구 섬밭로 258,", (중계동)건영옴니백화점5층14호 (중계동)",1779,02-973-7008,20231231,37.6391097783726,127.064915087375,rdnma
B10,서울특별시교육청,노원구,교습소,3000032315,탑플레이스비알(BR)영어교습소,20180730,20180730,개원,        ,99991231,20,4,입시.검정 및 보습,보통교과,,보습,"초등영어:250000, 중등영어1:200000, 중등영어2:300000, 고등영어1:350000, 고등영어2:400000, 중등수학특강1:250000, 중등수학특강2:280000, 중등수학특강3:250000, 고등수학A:360000, 고등수학A-b:330000, 고등수학특강1:180000, 고등수학B:360000, 고등수학B-b:330000, 고등수학특강2:300000",Y,N,서울특별시 노원구 중계로18길 9,", 302호 (중계동)",1720,02-936-3515,20231018,37.6511314648922,127.077806790733,rdnma
B10,서울특별시교육청,노원구,교습소,3000035048,태랑하연과학교습소,20190821,20190821,개원,        ,99991231,25,5,입시.검정 및 보습,보통교과,중등과학B,보습,"중등과학B:75000, 초등과학A:40000, 초등과학B:45000, 초등과학C:50000, 초등과학D:55000, 중등과학A:50000",Y,N,서울특별시 노원구 화랑로51길 17,", 304호, 305호 (공릉동, 화랑타운아파트 상가-2)",1800,00-000-0000,20250629,37.6230767984832,127.089350927229,rdnma
B10,서울특별시교육청,노원구,교습소,3000053549,태릉뮤엠폴리오국어교습소,20251118,20251118,개원,        ,        ,0,7,입시.검정 및 보습,,,, ,Y, ,서울특별시 노원구 공릉로38길 58,", 3층(공릉동)",1824,,20251123,37.6224732449936,127.082522222977,rdnma
B10,서울특별시교육청,노원구,교습소,3000049034,토론하는아이들논술교습소,20240320,20240320,개원,        ,        ,0,7,입시.검정 및 보습,,,, ,Y, ,서울특별시 노원구 동일로 1530,", 302호 일부 (상계동, 다모아빌딩)",1674,,20240428,37.665066086443,127.058023631956,rdnma
B10,서울특별시교육청,노원구,교습소,3000030578,토마토아틀리에미술교습소,20171215,20171215,개원,        ,99991231,108,9,예능(대),예능(중),초등미술1,음악,"초등미술1:60000, 초등미술2:120000, 초등미술3:120000, 초등미술4:240000, 중등미술1:120000, 중등미술2:220000, 중등미술3:300000, 일반미술1:150000, 일반미술2:280000, 입시미술1:300000, 입시미술2:450000, 입시미술3:600000",Y,N,서울특별시 노원구 공릉로 159,", 2층 (공릉동)",1836,00-000-0000,20231018,37.6242642414009,127.079482473273,rdnma
B10,서울특별시교육청,노원구,교습소,12134,투비영어교습소,20051213,20051213,개원,        ,99991231,30,5,입시.검정 및 보습,보통교과,고등영어,보습,고등영어:370000,Y,N,서울특별시 노원구 동일로 1545,", 602호 (상계동)",1620,02-932-7652,20241215,37.6663907694807,127.056973759982,rdnma
B10,서울특별시교육청,노원구,교습소,3000040506,튼튼영어마스터클럽중계분원영어교습소,20211230,20211230,개원,        ,99991231,54,9,입시.검정 및 보습,보통교과,초등기초영어,보습, ,Y,N,서울특별시 노원구 중계로12가길 2,", 3층 일부 (중계동)",1726,02-000-0000,20231018,37.647378099299,127.08213425214,rdnma
B10,서울특별시교육청,노원구,교습소,3000029590,파고다(PAGODA)차이랑중국어교습소,20160927,20160927,개원,        ,99991231,80,4,국제화,외국어,"초·중등 HSK, HNK",실용외국어(유아/초·중·고),"초·중등 HSK, HNK:56000, 초·중등 HSK, HNK:110000, 초·중등 HSK, HNK:169000, 초·중등 HSK, HNK:220000, 초·중등 HSK, HNK:280000, 초·중등 HSK, HNK:65000, 초·중등 HSK, HNK:130000, 초·중등 HSK, HNK:195000, 초·중등 HSK, HNK:260000, 초·중등 HSK, HNK:325000, 고등 회화, TSC, BCT, HSK:84000, 고등 회화, TSC, BCT, HSK:169000, 고등 회화, TSC, BCT, HSK:250000, 고등 회화, TSC, BCT, HSK:335000, 고등 회화, TSC, BCT, HSK:420000, 고등 회화, TSC, BCT, HSK:110000, 고등 회화, TSC, BCT, HSK:225000, 고등 회화, TSC, BCT, HSK:335000, 고등 회화, TSC, BCT, HSK:450000, 고등 회화, TSC, BCT, HSK:560000",Y,N,서울특별시 노원구 동일로 1280,", 2층 203호 (중계동,중계무지개아파트2단지상가)",1782,02-434-8885,20231018,37.6434962139665,127.065740831728,rdnma
B10,서울특별시교육청,노원구,교습소,3000052897,퍼스트윙항공승무원교습소,20250717,20250717,개원,        ,        ,0,9,기타(대),기타(중),항공 승무원A,항공승무원,"항공 승무원A:227808, 항공 승무원B:225000, 항공 승무원C:220000, 항공 승무원D:215000, 항공 승무원E:210000",Y, ,서울특별시 노원구 상계로1길 74,", 5층 7호(상계동)",1693,,20260201,37.6594431769139,127.061532290521,rdnma
B10,서울특별시교육청,노원구,교습소,3000040338,펀펀잉글리쉬영어교습소,20211213,20211213,개원,        ,99991231,16,8,국제화,외국어,초등영어A,실용외국어(유아/초·중·고),"초등영어A:180000, 초등영어B:180000, 초등영어C:200000, 초등영어D:200000",Y,N,서울특별시 노원구 한글비석로15길 48,", 211호 (중계동)",1701,010-2483-4430,20240908,37.6564594192251,127.073458233624,rdnma
B10,서울특별시교육청,노원구,교습소,23226,페이퍼미술교습소,20090217,20090217,개원,        ,99991231,30,5,예능(대),예능(중),미술1,미술,"미술1:30000, 미술2:40000, 미술3:50000, 미술4:90000, 미술5:120000, 미술6:150000, 미술7:170000",Y,N,서울특별시 노원구 동일로 1456,", 유치원동 2층 일부 (상계동, 상계주공아파트7단지 유치원)",1690,02-000-0000,20250713,37.660676910032,127.061495568943,rdnma
B10,서울특별시교육청,노원구,교습소,27349,펠리체음악교습소,20100127,20100127,개원,        ,99991231,9,8,예능(대),예능(중),초급1,음악,"초급1:110000, 초급2:110000, 중급1:120000, 중급2:120000, 중급3:120000, 중급4:120000, 고급1:130000, 고급2:130000, 고급3:90000",Y,N,서울특별시 노원구 한글비석로50길 2,", 3층 (상계동)",1655,02-935-3350,20250518,37.6644843798154,127.066773038929,rdnma
B10,서울특별시교육청,노원구,교습소,21314,포레음악교습소,20080717,20080717,개원,        ,99991231,55,5,예능(대),예능(중),피아노 기초1,음악,"피아노 기초1:150000, 피아노 초급 1:160000, 피아노 중급1:170000, 피아노 고급1:180000, 피아노 기초2:130000, 피아노 초급2:140000, 피아노 중급2:150000, 피아노 고급2:160000, 피아노 기초3:120000, 피아노 초급3:130000, 피아노 중급3:140000, 피아노 고급3:150000, 바이올린 1:140000, 바이올린 2:100000",Y,N,서울특별시 노원구 마들로 111, 나동302호 (월계동),139840,02-000-0000,20240609,37.6238343591525,127.064778103315,rdnma
B10,서울특별시교육청,노원구,교습소,3000029838,폴리아수학교습소,20170914,20170914,개원,        ,99991231,16,9,입시.검정 및 보습,보통교과,고등A수학,보습,"고등A수학:340000, 고등B수학:400000, 초등A수학:280000, 초등B수학:350000, 중등A수학:310000, 중등B수학:360000",Y,N,서울특별시 노원구 한글비석로 254,", 301호 (중계동, 대명프라자)",1734,02-935-2373,20240609,37.6504043041825,127.077086240765,rdnma
B10,서울특별시교육청,노원구,교습소,2000021969,푸른꿈미술교습소,20020321,20020321,개원,        ,99991231,45,9,예능(대),예능(중),,미술,"초등저학년:60000, 초등고학년:60000, 초등고학년(연장반):70000, 초등저학년:100000, 초등고학년:110000, 초등고학년(연장반):130000, 초등저학년:140000, 초등저학년:70000, 초등연장반:80000, 초등저학년:110000, 초등고학년:120000, 중등, 초6:130000",Y,N,서울특별시 노원구 덕릉로118길 29,", 307호 (상계동, 불암현대아파트상가동)",1646,02-935-7975,20231018,37.668198198662,127.081175515746,rdnma
B10,서울특별시교육청,노원구,교습소,3000048753,프로이데피아노스튜디오음악교습소,20240213,20240213,개원,        ,        ,0,7,예능(대),예능(중),피아노1,음악,"피아노1:160000, 피아노2:170000, 피아노3(입시):180000, 피아노4(입시):200000, 피아노5(입시):130000, 피아노6(입시):140000, 피아노7(입시):150000, 피아노8(입시):250000, 피아노9(입시):400000, 피아노10(입시):720000",Y, ,서울특별시 노원구 공릉로34길 62,", 209호(공릉동,태강아파트 상가)",1820,,20250223,37.6233646903823,127.082122210605,rdnma
B10,서울특별시교육청,노원구,교습소,3000037614,프리탑영어교습소,20201005,20201005,개원,        ,99991231,6,3,입시.검정 및 보습,보통교과,,보습, ,Y,N,서울특별시 노원구 한글비석로 232,", 505호, 505-1호 (중계동, 유경백화점)",1734,00-000-0000,20231018,37.6484456633269,127.076938720805,rdnma
B10,서울특별시교육청,노원구,교습소,3000037835,플라톤상계독서논술교습소,20201109,20201109,개원,        ,99991231,70,5,입시.검정 및 보습,보통교과,중등논술,보습,"중등논술:147000, 초등논술(저):78000, 초등논술(4):83000, 초등논술(5):88000, 초등논술(6):93000, 고전논술:68000, 역사논술:90000, 쓰기논술:50000, 교과논술-한글:56000, 교과논술-통교:45000, 논술특강-글쓰기:79000, 논술특강-한국사:79000, 교과논술:69000, 한자논술:45000",Y,N,서울특별시 노원구 덕릉로 780,", 101동 127호, 129호 (상계동, 동아불암아파트)",1647,000-0000-0000,20231018,37.6666919810414,127.079126011496,rdnma
B10,서울특별시교육청,노원구,교습소,3000035035,플라톤아카데미공릉독서논술교습소,20190819,20190819,개원,        ,99991231,70,5,입시.검정 및 보습,보통교과,논술 파워 캠프,보습·논술,"논술 파워 캠프:150000, 논술 점프 캠프:150000, 논술 마스터 캠프:150000, 논술 베이스 캠프:83000, 논술 독서 캠프 1:88000, 논술 독서 캠프 2:88000, 논술 토론 캠프 1:88000, 논술 토론 캠프 2:93000, 논술 캠프 1:98000, 논술 캠프 2:103000, 논술 캠프 3:100000",Y,N,서울특별시 노원구 노원로 29,", 207호 (공릉동, 우성상가 상가동)",1821,00-000-0000,20260201,37.6247931739389,127.084337921314,rdnma
B10,서울특별시교육청,노원구,교습소,3000034541,플라톤중계본동독서토론논술교습소,20190603,20190603,개원,        ,99991231,42,3,입시.검정 및 보습,보통교과,파워 캠프,보습·논술,"파워 캠프:150000, 점프 캠프:150000, 베이스 캠프:83000, 독서 캠프 1:88000, 독서 캠프 2:88000, 토론 캠프 1:88000, 토론 캠프 2:93000, 논술 캠프 1:98000, 논술 캠프 2:103000, 논술특강:100000, 방학특강:100000",Y,N,서울특별시 노원구 중계로14길 52,", 1층 일부 (중계동)",1722,02-1588-1185,20260201,37.6505337241748,127.082876217292,rdnma
B10,서울특별시교육청,노원구,교습소,3000033327,플랜원수학교습소,20181231,20181231,개원,        ,99991231,6,3,입시.검정 및 보습,보통교과,초등수학A,보습,"초등수학A:290000, 중등수학A:370000, 초등수학B:270000, 중등수학B:350000, 고등수학A:420000",Y,N,서울특별시 노원구 중계로 225,", 305호 일부 (중계동, 청구아파트 상가동)",1742,00-000-0000,20250309,37.6503840349218,127.074984978156,rdnma
B10,서울특별시교육청,노원구,교습소,3000011717,플레이그라운드(PLAYGROUND)음악교습소,20110805,20110805,개원,        ,99991231,6,7,예능(대),예능(중),음악일반(기초),음악,"음악일반(기초):90000, 음악입시(중급):120000, 음악입시(고급):140000, 음악입시:150000",Y,N,서울특별시 노원구 한글비석로54길 116,  상계주공아파트13단지복합상가208호일부 (상계동),139819,02-000-0000,20231126,37.6682969826931,127.060396407042,rdnma
B10,서울특별시교육청,노원구,교습소,3000048891,플로우링고영어교습소,20240304,20240304,개원,        ,        ,0,8,국제화,외국어,영어주제수업,실용외국어(유아/초·중·고),"영어주제수업:14000, 그래머:132000, 예비중 A:235000, 예비중 B:235000, 중등영어A:266000, 중등영어B:266000, 초등 Step 1, 2 (A):177000, 초등 Step 1, 2 (B):177000, 초등 Step 3~5 (A):187000, 초등 Step 3~5 (B):187000",Y, ,서울특별시 노원구 노원로 540,", 209호 (상계동, 상계주공9단지 상가동)",1676,,20250330,37.6614405324116,127.059125137028,rdnma
B10,서울특별시교육청,노원구,교습소,3000035036,피아노멘토음악교습소,20190819,20190819,개원,        ,99991231,120,8,예능(대),,피아노1(기초),,"피아노1(기초):110000, 피아노1(체르니100):120000, 피아노1(체르니30):130000, 피아노1(체르니40):140000, 피아노2(기초):120000, 피아노2(체르니100):130000, 피아노2(체르니30):140000, 피아노2(체르니40):150000, 피아노3(기초):130000, 피아노3(체르니100):140000, 피이노3(체르니30):150000, 피아노(체르니40):160000, 음악일반(초급):160000, 음악일반(중급):180000, 음악일반(고급):200000",Y,N,서울특별시 노원구 중계로12길 16,", 2층 (중계동)",1725,070-4248-3663,20231018,37.6475287142712,127.081396751005,rdnma
B10,서울특별시교육청,노원구,교습소,27278,피아노숲음악교습소,20100118,20100118,개원,        ,99991231,40,4,예능(대),예능(중),피아노기초,음악,"피아노기초:140000, 피아노기초:120000, 피아노기초:100000, 피아노초급:140000, 피아노초급:130000, 피아노초급:120000, 피아노중급:130000, 피아노중급:120000, 피아노고급(입시):140000, 피아노고급(입시):130000",Y,N,서울특별시 노원구 동일로175길 20,", 1층일부 (공릉동)",139807,02-977-2398,20231018,37.6196772034777,127.073685269984,rdnma
B10,서울특별시교육청,노원구,교습소,6635,피아노치는베토벤음악교습소,20041008,20041008,개원,        ,99991231,56,7,예능(대),예능(중),체르니30(1),음악,"체르니30(1):180000, 체르니30(2):170000, 체르니30(3):160000, 체르니30(4):150000, 체르니40(1):190000, 체르니40(2):180000, 체르니40(3):170000, 체르니40(4):160000, 플룻:160000, 바이엘(1):160000, 바이엘(2):150000, 바이엘(3):140000, 바이엘(4):130000, 체르니100(1):170000, 체르니100(2):160000, 체르니100(3):150000, 체르니100(4):140000",Y,N,서울특별시 노원구 중계로 230,", 205호 (중계동, 중계5단지주공아파트 종합상가2)",1713,02-933-5430,20250112,37.6510358515074,127.075054984295,rdnma
B10,서울특별시교육청,노원구,교습소,2000018945,피아떼피아노교습소,19990116,19990116,개원,        ,99991231,12,5,예능(대),예능(중),중급 피아노2,음악,"중급 피아노2:130000, 고급 피아노1:130000, 고급 피아노2:140000, 초급 피아노1:110000, 초급 피아노2:120000, 중급 피아노1:120000",Y,N,서울특별시 노원구 노원로 421,", 209호 일부(상계동, 상계주공아파트6단지 마상가동)",1752,02-931-0262,20250309,37.6542241559339,127.06697746423,rdnma
B10,서울특별시교육청,노원구,교습소,3000036175,핀(PIN)수학교습소,20200131,20200131,개원,        ,99991231,18,3,입시.검정 및 보습,보통교과,중등수학(3),보습,"중등수학(3):380000, 중등수학(4):400000, 고등수학:450000, 초등수학(1):190000, 초등수학(2):210000, 초등수학(3):280000, 초등수학(4):350000, 중등수학(1):300000, 중등수학(2):360000",Y,N,서울특별시 노원구 한글비석로 232,", 344호 (중계동, 유경백화점)",1734,02-935-3525,20241215,37.6484456633269,127.076938720805,rdnma
B10,서울특별시교육청,노원구,교습소,3000051445,하계송쌤수학교습소,20241119,20241119,개원,        ,        ,0,7,입시.검정 및 보습,보통교과,초등수학(1),보습,"초등수학(1):190000, 초등수학(2):140000, 중등수학(1):250000, 중등수학(2):200000, 중등수학(3):230000, 고등수학:280000",Y, ,서울특별시 노원구 공릉로65길 20,", 3층 (하계동)",1830,,20250126,37.6352162374939,127.070000422867,rdnma
B10,서울특별시교육청,노원구,교습소,3000048343,하계중평한우리독서토론논술교습소,20231212,20231212,개원,        ,        ,0,4,입시.검정 및 보습,보통교과,논술1,보습·논술,"논술1:102000, 논술2:77000, 논술3:67000, 논술4:100000, 논술5:90000, 논술6:70000, 논술7:90000, 논술8:90000, 논술9:114300, 논술10:100000, 논술11:100000",Y,N,서울특별시 노원구 섬밭로 263,", 4층 2호 (중계동, 상가동)",1774,02-6083-2923,20231217,37.6391399283859,127.06381950095,rdnma
B10,서울특별시교육청,노원구,교습소,3000053186,하계청구한우리독서토론논술교습소,20250908,20250908,개원,        ,        ,0,3,입시.검정 및 보습,,,, ,Y, ,서울특별시 노원구 한글비석로 89,", 201동 109호(하계동, 하계1차청구아파트)",1791,,20250914,37.638126673285,127.071678046968,rdnma
B10,서울특별시교육청,노원구,교습소,25659,하계청솔해법수학교습소,20090925,20090925,개원,        ,99991231,28,7,입시.검정 및 보습,,초등수학1,,"초등수학1:160000, 초등수학2:180000, 중등수학1:230000, 중등수학2:250000",Y,N,서울특별시 노원구 공릉로59길 15,", 301호 (하계동)",1831,02-976-9780,20250601,37.6331523351949,127.071080416606,rdnma
B10,서울특별시교육청,노원구,교습소,8063,하계한우리독서토론논술교습소,20050117,20050117,개원,        ,99991231,4,2,입시.검정 및 보습,보통교과,논술(생각하는나무),보습·논술, ,Y,N,서울특별시 노원구 공릉로59길 15,", 3층 302 (하계동, 상가)",1831,02-948-3157,20231018,37.6331523351949,127.071080416606,rdnma
B10,서울특별시교육청,노원구,교습소,2000019760,하나피아노교습소,20020225,20020225,개원,        ,99991231,10,5,예능(대),예능(중),피아노(고급),음악,"피아노(고급):160000, 피아노(초급):140000, 피아노(중급):150000",Y,N,서울특별시 노원구 한글비석로15길 6,", 2층 (중계동)",139856,02-939-7051,20250112,37.6580122462869,127.074202294068,rdnma
B10,서울특별시교육청,노원구,교습소,3000039151,하울뮤직음악교습소,20210607,20210607,개원,        ,99991231,83,9,예능(대),예능(중),피아노1(주5회),음악,"피아노1(주5회):140000, 피아노1(주4회):130000, 피아노1(주3회):120000, 피아노2(주5회):150000, 피아노2(주4회):140000, 피아노2(주3회):130000, 피아노3(주5회):160000, 피아노3(주4회):150000, 피아노3(주3회):140000, 피아노4(주5회):170000, 피아노4(주4회):160000, 피아노4(주3회):150000, 피아노입시:240000, 우쿨렐레(주3회):150000, 우쿨렐레(주2회):120000",Y,N,서울특별시 노원구 공릉로38길 21,", 2층 (공릉동, 예림하이빌)",1819,02-6085-2815,20231018,37.6232077604297,127.080653414947,rdnma
