학교명,도로명주소,학교종류,전화번호,홈페이지,설립구분
서울둔촌초등학교,서울특별시 강동구 양재대로88길 27,초등학교,02-3434-8900,https://doonchon.sen.es.kr/,공립
서울드와이트외국인학교,서울특별시 마포구 월드컵북로62길 21,외국인학교,02-6920-8600,http://www.dwight.or.kr/,사립
서울등마초등학교,서울특별시 강서구 등촌로35길 12,초등학교,02-2642-0232,http://www.dma.es.kr,공립
서울등명초등학교,서울특별시 강서구 강서로56나길 34,초등학교,02-2658-3693,http://www.dungmyong.es.kr,공립
서울등서초등학교,서울특별시 강서구 화곡로58길 86,초등학교,02-2695-4555,http://deungseo.sen.es.kr,공립
서울등양초등학교,서울특별시 강서구 강서로56나길 140,초등학교,02-2658-0072,http://www.dungyang.es.kr,공립
서울등원초등학교,서울특별시 강서구 화곡로65길 90,초등학교,02-2658-2233,http://www.deungwon.es.kr,공립
서울등촌초등학교,서울특별시 강서구 등촌로39길 71,초등학교,02-2653-9374,http://deungchon.sen.es.kr,공립
서울등현초등학교,서울특별시 강서구 화곡로65길 124,초등학교,02-2658-7851,http://deunghyun.sen.es.kr,공립
서울디자인고등학교,서울특별시 마포구 백범로 139,고등학교,02-715-2261,http://www.seodi.hs.kr,사립
서울디지털콘텐츠고등학교,서울특별시 강서구 방화대로47길 9,고등학교,02-2666-2106,https://sdcont.sen.hs.kr/,공립
서울디지텍고등학교,서울특별시 용산구 회나무로12길 27,고등학교,02-798-3641,http://www.sdh.hs.kr,사립
서울로봇고등학교,서울특별시 강남구 광평로20길 63,고등학교,02-2226-2141,http://srobot.sen.hs.kr,공립
서울마장초등학교,서울특별시 성동구 마장로35나길 31,초등학교,02-2152-7900,http://majang.sen.es.kr,공립
서울마천초등학교,서울특별시 송파구 마천로61다길 24,초등학교,02-400-6773,http://www.smacheon.es.kr,공립
서울마포초등학교,서울특별시 마포구 도화2길 64,초등학교,02-712-0852,http://mapo.es.kr,공립
서울망우초등학교,서울특별시 중랑구 망우로72길 49,초등학교,02-2209-6323,http://mangwoo.sen.es.kr,공립
서울망원초등학교,서울특별시 마포구 방울내로5길 28,초등학교,02-334-5188,http://mangwon.sen.es.kr,공립
서울매그넷고등학교,서울특별시 금천구 탑골로10길 45,고등학교,02-807-6333,seoulmagnet.sen.hs.kr,사립
서울매동초등학교,서울특별시 종로구 사직로9길 19,초등학교,02-737-4263,www.maedong.es.kr,공립
서울매봉초등학교,서울특별시 구로구 고척로21길 55,초등학교,02-2683-3565,http://www.maebong.es.kr,공립
서울매헌초등학교,서울특별시 서초구 언남길 8,초등학교,02-578-9767,http://www.maeheon.es.kr,공립
서울맹학교,서울특별시 종로구 필운대로 97,특수학교,02-731-6772,www.bl.sc.kr,국립
서울면남초등학교,서울특별시 중랑구 면목로30나길 38,초등학교,02-433-0074,http://www.myunnam.es.kr,공립
서울면동초등학교,서울특별시 중랑구 면목로57길 32,초등학교,02-434-7814,http://myeondong.sen.es.kr,공립
서울면목초등학교,서울특별시 중랑구 면목로 434,초등학교,02-491-4341,http://www.myeonmok.es.kr,공립
서울면북초등학교,서울특별시 중랑구 용마공원로5길 32,초등학교,02-433-3338,http://www.myeonbuk.es.kr,공립
서울면일초등학교,서울특별시 중랑구 용마산로100길 13,초등학교,02-437-8112,http://www.myeonil.es.kr,공립
서울면중초등학교,서울특별시 중랑구 용마산로70길 43,초등학교,02-434-0386,http://myunjoong.sen.es.kr,공립
서울명덕초등학교,서울특별시 강동구 양재대로156길 11,초등학교,02-441-2156,http://myungduk.sen.es.kr,공립
서울명신초등학교,서울특별시 종로구 낙산길 250,초등학교,02-766-1415,http://www.myungshin.es.kr,공립
서울명원초등학교,서울특별시 강동구 명일로 364,초등학교,02-428-2433,http://www.myongwon.es.kr,공립
서울명일초등학교,서울특별시 강동구 고덕로38길 8,초등학교,02-441-5313,http://www.myeongil.es.kr,공립
서울목동초등학교,서울특별시 양천구 목동동로12길 12,초등학교,02-2645-6356,http://smd.sen.es.kr,공립
서울목운초등학교,서울특별시 양천구 목동동로 235,초등학교,02-2061-5212,http://www.mogun.es.kr,공립
서울목원초등학교,서울특별시 양천구 목동중앙로 204,초등학교,02-2643-5771,http://www.mokwon.ne.kr/,공립
서울묘곡초등학교,서울특별시 강동구 동남로79길 46,초등학교,02-427-4167,www.myogok.es.kr,공립
서울무학초등학교,서울특별시 성동구 무학봉15길 21,초등학교,02-2290-3200,http://www.muhag.es.kr,공립
서울묵동초등학교,서울특별시 중랑구 동일로138길 27,초등학교,02-433-3140,http://www.mookdong.es.kr,공립
서울묵현초등학교,서울특별시 중랑구 동일로157길 75,초등학교,02-977-9462,http://www.mh.es.kr,공립
서울문교초등학교,서울특별시 금천구 독산로54길 102,초등학교,02-896-0144,http://www.mungyo.es.kr,공립
서울문덕초등학교,서울특별시 송파구 송이로34길 60,초등학교,02-409-9817,http://www.moondeok.es.kr,공립
서울문래초등학교,서울특별시 영등포구 문래로 104,초등학교,02-2677-6861,www.mullae.es.kr,공립
서울문백초등학교,서울특별시 금천구 시흥대로47길 43-1,초등학교,02-803-4155,https://munbaek.sen.es.kr,공립
서울문성초등학교,서울특별시 금천구 시흥대로 460,초등학교,02-867-1669,http://www.munsung.es.kr,공립
서울문영여자고등학교,서울특별시 관악구 관악로 85,고등학교,02-873-3622,http://www.moonyoung.seoul.kr,사립
서울문영여자중학교,서울특별시 관악구 관악로 85,중학교,02-871-8921,http://www.moonyoung-gms.seoul.kr,사립
서울문정초등학교,서울특별시 송파구 문정로5길 20,초등학교,02-404-8501,http://www.moonjung.es.kr,공립
서울문창초등학교,서울특별시 동작구 신대방2길 14,초등학교,02-836-2031,http://munchang.sen.es.kr,공립
서울문현초등학교,서울특별시 송파구 충민로 137,초등학교,02-402-9170,http://s-mh.sen.es.kr,공립
서울문화고등학교,서울특별시 도봉구 마들로 598,고등학교,02-955-9100,http://seoulculture.sen.hs.kr,공립
서울미동초등학교,서울특별시 서대문구 충정로 52,초등학교,02-364-6524,http://www.smidong.es.kr,공립
서울미래초등학교,서울특별시 구로구 새말로 73,초등학교,02-868-1981,http://www.mirae.es.kr,공립
서울미성초등학교,서울특별시 관악구 문성로 79,초등학교,02-839-8302,http://www.misung.es.kr,공립
서울미술고등학교,서울특별시 관악구 남부순환로247길 26,고등학교,02-872-2111,http://www.seoul-art.or.kr,사립
서울미아초등학교,서울특별시 성북구 삼양로 77,초등학교,02-912-4014,www.mia.es.kr,공립
서울미양초등학교,서울특별시 강북구 솔샘로 195,초등학교,02-989-9467,http://mi-yang.es.kr,공립
서울반도체고등학교,서울특별시 동대문구 겸재로 21,고등학교,02-2230-9885,https://ssc.sen.hs.kr/,공립
서울반원초등학교,서울특별시 서초구 잠원로3길 28,초등학교,02-599-5662,http://banwon.es.kr/,공립
서울반포초등학교,서울특별시 서초구 신반포로 55-4,초등학교,02-599-1349,http://seoulbanpo.sen.es.kr,공립
서울발산초등학교,서울특별시 강서구 강서로45길 113,초등학교,02-2664-7502,http://balsan.sen.es.kr,공립
서울방배초등학교,서울특별시 서초구 방배중앙로13길 26,초등학교,02-595-9612,http://www.bangbae.es.kr,공립
서울방산초등학교,서울특별시 송파구 오금로27길 42,초등학교,02-420-5221,http://sbangsan.sen.es.kr,공립
서울방송고등학교,서울특별시 성동구 동호로5길 131,고등학교,02-2281-0091,https://seb.sen.hs.kr,공립
서울방이초등학교,서울특별시 송파구 위례성대로10길 4,초등학교,02-420-8477,http://bangi.sen.es.kr/,공립
서울방일초등학교,서울특별시 서초구 방배로18길 52,초등학교,02-3472-5142,http://bang-il.es.kr/,공립
서울방학초등학교,서울특별시 도봉구 도당로9길 34,초등학교,02-3491-6361,http://banghakcho.es.kr,공립
서울방현초등학교,서울특별시 서초구 효령로4길 58,초등학교,02-521-9878,http://www.banghyun.es.kr,공립
서울방화초등학교,서울특별시 강서구 양천로6길 92,초등학교,02-2663-2421,http://www.banghwa.es.kr,공립
서울배봉초등학교,서울특별시 동대문구 사가정로 193,초등학교,02-2243-6502,http://www.baebong.es.kr,공립
서울백산초등학교,서울특별시 금천구 시흥대로38길 78,초등학교,02-802-6475,http://backsan.sen.es.kr,공립
서울백석초등학교,서울특별시 강서구 공항대로 491,초등학교,02-3661-3237,http://bsbs.sen.es.kr,공립
서울백영고등학교,서울특별시 강서구 방화대로34길 13,고등학교,02-2665-5900,http://sby.sen.hs.kr,사립
서울백운초등학교,서울특별시 도봉구 삼양로146길 17,초등학교,02-993-5727,http://www.s-baegun.es.kr,공립
서울버들초등학교,서울특별시 송파구 석촌호수로 81,초등학교,02-2203-6412,https://seoulbeodle.sen.es.kr/,공립
서울번동초등학교,서울특별시 강북구 오현로 204,초등학교,02-987-1863,http://www.beondong.es.kr,공립
서울보광초등학교,서울특별시 용산구 우사단로 20,초등학교,02-795-2549,http://bogwang.sen.es.kr,공립
서울보라매초등학교,서울특별시 동작구 여의대방로16길 30,초등학교,02-836-3001,www.boramae.es.kr,공립
서울본동초등학교,서울특별시 동작구 노량진로26길 16-40,초등학교,02-815-1044,http://bondong.sen.es.kr,공립
서울봉래초등학교,서울특별시 중구 손기정로 73,초등학교,02-392-5469,http://www.seoul-bongrae.es.kr,공립
서울봉은초등학교,서울특별시 강남구 학동로 610,초등학교,02-540-2892,www.bongeun.es.kr,공립
서울봉천초등학교,서울특별시 관악구 행운1라길 17,초등학교,02-888-3927,http://bongcheon.sen.es.kr,공립
서울봉현초등학교,서울특별시 관악구 성현로 117,초등학교,02-885-1985,www.bonghyun.es.kr,공립
서울봉화초등학교,서울특별시 중랑구 신내로15길 110,초등학교,02-3421-0091,http://bonghwa.sen.es.kr,공립
서울북가좌초등학교,서울특별시 서대문구 거북골로19길 20,초등학교,02-372-4024,http://www.bukgajwa.es.kr,공립
서울북성초등학교,서울특별시 서대문구 북아현로1나길 22,초등학교,02-362-0669,http://seoulbuksung.sen.es.kr,공립
서울북한산초등학교,서울특별시 은평구 대서문길 42-3,초등학교,02-359-9824,http://www.bukhansan.es.kr,공립
서울불광초등학교,서울특별시 은평구 불광로 51,초등학교,02-355-1979,http://www.bulgwang.es.kr,공립
서울불암초등학교,서울특별시 노원구 중계로 178,초등학교,02-932-5581,http://www.bulam.es.kr,공립
서울사근초등학교,서울특별시 성동구 사근동11길 16,초등학교,02-2293-9690,http://sageun.sen.es.kr,공립
서울사당초등학교,서울특별시 관악구 남현4길 51,초등학교,02-522-4180,http://www.sadang.es.kr,공립
서울산업정보학교,서울특별시 관악구 신림로 67,각종학교(고),02-6331-1900,http://www.sis.sc.kr,공립
서울삼각산초등학교,서울특별시 강북구 삼양로19길 141,초등학교,02-987-5784,http://www.samgaksan.es.kr,공립
서울삼광초등학교,서울특별시 용산구 두텁바위로1나길 19,초등학교,02-754-0251,http://www.seoulsamkwang.es.kr,공립
서울삼릉초등학교,서울특별시 강남구 봉은사로63길 22,초등학교,02-545-4502,http://srng.sen.es.kr,공립
서울삼선초등학교,서울특별시 성북구 보문로29길 106,초등학교,02-742-1847,https://samsun.sen.es.kr,공립
서울삼성초등학교,서울특별시 관악구 대학7길 52,초등학교,02-877-9144,http://www.s-samseong.es.kr,공립
서울삼성학교,서울특별시 동작구 양녕로30길 19-4,특수학교,02-823-7430,www.samsung.sc.kr,사립
서울삼양초등학교,서울특별시 강북구 삼양로49길 17,초등학교,02-987-8321,http://www.samyang.es.kr,공립
서울삼육초등학교,서울특별시 동대문구 회기로10길 63,초등학교,02-966-4859,http://seoul36.es.kr,사립
서울삼일초등학교,서울특별시 동작구 사당로23나길 27,초등학교,02-3477-9473,http://www.samil.es.kr/,공립
서울삼전초등학교,서울특별시 송파구 백제고분로28길 19,초등학교,02-415-8701,http://www.samjeon.es.kr,공립
서울삼정초등학교,서울특별시 강서구 금낭화로 222,초등학교,02-2661-2273,https://esamjeong.sen.es.kr,공립
서울상경초등학교,서울특별시 노원구 수락산로 237,초등학교,02-937-3147,sanggyeong.sen.es.kr,공립
서울상계초등학교,서울특별시 노원구 상계로9길 39,초등학교,02-939-6811,http://www.sanggye.es.kr,공립
서울상곡초등학교,서울특별시 노원구 노원로38길 34,초등학교,02-935-9205,http://www.sanggok.es.kr,공립
서울상도초등학교,서울특별시 동작구 성대로21길 62,초등학교,02-823-2168,http://seoulsangdo.sen.es.kr,공립
서울상봉초등학교,서울특별시 중랑구 동일로126가길 11,초등학교,02-432-5237,http://www.sang-bong.es.kr,공립
서울상수초등학교,서울특별시 노원구 동일로216길 66,초등학교,02-932-1442,http://sangsoo.sen.es.kr,공립
서울상신초등학교,서울특별시 은평구 가좌로 361,초등학교,02-303-4245,http://www.sangsin.es.kr,공립
서울상암초등학교,서울특별시 마포구 월드컵북로 353,초등학교,02-375-8891,http://sangam.sen.es.kr/,공립
서울상원초등학교,서울특별시 노원구 한글비석로54길 119,초등학교,02-938-7974,http://www.sangwon.es.kr,공립
서울상월초등학교,서울특별시 노원구 동일로221길 27,초등학교,02-939-7368,sw.sen.es.kr,공립
서울상일초등학교,서울특별시 강동구 천호대로 1477,초등학교,02-428-0348,www.seoulsangil.es.kr/,공립
서울상지초등학교,서울특별시 마포구 월드컵로42길 30,초등학교,02-303-9009,http://www.seoulsangji.es.kr,공립
서울상천초등학교,서울특별시 노원구 덕릉로 443,초등학교,02-938-0204,http://www.sangchun.es.kr,공립
서울상현초등학교,서울특별시 동작구 상도로58길 21,초등학교,02-826-9740,http://www.ssh.es.kr,공립
서울새롬학교,서울특별시 관악구 보라매로 44,특수학교,02-840-3535,http://saerom.sen.sc.kr,사립
서울새솔초등학교,서울특별시 중랑구 신내역로1길 164,초등학교,02-490-2500,http://saesol.sen.es.kr,공립
서울서강초등학교,서울특별시 마포구 독막로 113,초등학교,02-334-2410,http://www.sogang.es.kr,공립
서울서교초등학교,서울특별시 마포구 와우산로23길 20-27,초등학교,02 3143-0673,http://seokyo.es.kr,공립
서울서래초등학교,서울특별시 서초구 방배로 260,초등학교,02-595-7512,http://seorae.sen.es.kr,공립
서울서빙고초등학교,서울특별시 용산구 서빙고로51길 14,초등학교,02-795-2435,www.seobinggo.es.kr,공립
서울서신초등학교,서울특별시 은평구 은평터널로 150,초등학교,02-380-0000,http://susin.sen.es.kr,공립
서울서원초등학교,서울특별시 서초구 고무래로 63,초등학교,02-594-5151, https://seo-won.sen.es.kr/,공립
서울서이초등학교,서울특별시 서초구 서운로 35,초등학교,02-3474-7021,http://www.seo2.es.kr,공립
서울서일초등학교,서울특별시 서초구 남부순환로339길 38,초등학교,02-598-5013,http://www.seoulseoil.es.kr,공립
서울서정초등학교,서울특별시 양천구 목동로8길 19,초등학교,02-2648-7003,www.sj.es.kr,공립
서울서진학교,서울특별시 강서구 양천로55길 22,특수학교,02-6981-9000,http://seojin.sen.sc.kr,공립
서울서초초등학교,서울특별시 서초구 서운로 178,초등학교,02-3482-0831,http://www.seocho.es.kr,공립
서울석계초등학교,서울특별시 성북구 한천로58길 273,초등학교,02-964-9578,http://www.sukgye.es.kr,공립
서울석관초등학교,서울특별시 성북구 돌곶이로22길 21,초등학교,02-959-1391,http://www.seokgwan.es.kr/,공립
서울석촌초등학교,서울특별시 송파구 가락로11길 26,초등학교,02-416-4075,http://seokchon.es.kr/,공립
서울선곡초등학교,서울특별시 노원구 광운로2길 1,초등학교,02-918-6458,http://www.sungok.es.kr,공립
서울선린초등학교,서울특별시 강동구 진황도로61길 29,초등학교,02-471-9800,http://www.sunrin.es.kr,공립
서울선사초등학교,서울특별시 강동구 올림픽로 837,초등학교,02-441-3492,http://sunsa.es.kr,공립
서울선유초등학교,서울특별시 영등포구 선유로43가길 14,초등학교,02-2068-7023,http://www.seonyu.es.kr/,공립
서울성내초등학교,서울특별시 강동구 성내로3길 19,초등학교,02-470-6354,http://seongnae.sen.es.kr,공립
서울성북초등학교,서울특별시 성북구 성북로 102-10,초등학교,02-764-5987,http://www.sungbuk.es.kr,공립
서울성산초등학교,서울특별시 마포구 양화로3길 94,초등학교,02-334-1951,http://www.ssc.es.kr,공립
서울성서초등학교,서울특별시 마포구 성미산로7길 24,초등학교,02-3141-9544,http://www.sseo.es.kr,공립
서울성수초등학교,서울특별시 성동구 아차산로17길 21,초등학교,02-466-4504,http://www.seongsoo.es.kr,공립
서울성원초등학교,서울특별시 마포구 월드컵로36길 34,초등학교,02-305-7201,http://sungwon.sen.es.kr,공립
서울성일초등학교,서울특별시 강동구 성내로15길 33,초등학교,02-475-4641,http://seongil.sen.es.kr,공립
서울성자초등학교,서울특별시 광진구 뚝섬로56길 7,초등학교,02-2161-6500,http://www.seongja.es.kr,공립
서울세검정초등학교,서울특별시 종로구 세검정로9길 1,초등학교,02-379-3004,http://www.segumjung.es.kr,공립
서울세곡초등학교,서울특별시 구로구 고척로33길 34,초등학교,02-2613-5275,http://www.segok.es.kr,공립
서울세륜초등학교,서울특별시 송파구 양재대로 1264,초등학교,02-443-9561,http://www.seryun.es.kr,공립
서울세명초등학교,서울특별시 강남구 자곡로 55,초등학교,02-2040-0800,http://www.semyung.es.kr,공립
서울세종고등학교,서울특별시 강남구 광평로51길 36,고등학교,070-8668-3119,http://www.seoulsejong.hs.kr/,사립
서울소의초등학교,서울특별시 마포구 마포대로24길 42,초등학교,02-362-6571,http://www.soeui.es.kr,공립
서울송례초등학교,서울특별시 송파구 위례순환로 439 ,초등학교,02-2144-3888,http://www.sree.es.kr,공립
서울송원초등학교,서울특별시 성동구 동일로43길 9,초등학교,02-469-5074,http://ssw.es.kr,공립
서울송전초등학교,서울특별시 송파구 석촌호수로 159,초등학교,02-420-6124,http://ssj.es.kr,공립
서울송정초등학교,서울특별시 강서구 공항대로3길 18,초등학교,02-2662-0016,http://sjes.sen.es.kr,공립
서울송중초등학교,서울특별시 강북구 오현로 9,초등학교,02-985-1922,http://www.songjoong.es.kr,공립
서울송천초등학교,서울특별시 강북구 삼양로20길 29,초등학교,02-982-9511,http://song-cheon.sen.es.kr,공립
서울송파초등학교,서울특별시 송파구 백제고분로 400,초등학교,02-414-0644,http://www.songpa.es.kr,공립
서울송화초등학교,서울특별시 강서구 방화대로34길 2,초등학교,02-2665-7093,http://www.songhwa.es.kr,공립
서울수락초등학교,서울특별시 노원구 동일로 1745,초등학교,02-939-0076,http://www.surak.es.kr,공립
서울수리초등학교,서울특별시 은평구 불광로14길 10-10,초등학교,02-353-9400,http://www.suri.es.kr,공립
서울수명초등학교,서울특별시 강서구 수명로1길 84,초등학교,070-4626-6600,http://sumyeong.es.kr/,공립
서울수색초등학교,서울특별시 은평구 수색로16길 21,초등학교,02-372-8286,http://www.susaek.es.kr,공립
서울수서초등학교,서울특별시 강남구 광평로51길 46,초등학교,02-459-1334,http://www.suseo.es.kr,공립
서울수송초등학교,서울특별시 강북구 한천로124길 14,초등학교,02-996-6494,http://www.soosong.es.kr,공립
서울수암초등학교,서울특별시 노원구 중계로12길 9,초등학교,02-3392-4277,http://www.suam.es.kr,공립
서울수유초등학교,서울특별시 강북구 삼양로74길 39,초등학교,02-989-3724,http://suyu.es.kr,공립
서울숭곡초등학교,서울특별시 성북구 종암로40길 30,초등학교,02-912-5846,http://soonggok.es.kr/,공립
서울숭덕초등학교,서울특별시 성북구 정릉로 279,초등학교,02-911-1761,www.soongduck.es.kr,공립
서울숭례초등학교,서울특별시 성북구 종암로5길 14,초등학교,02-927-5611,http://www.sungrye.es.kr,공립
서울숭미초등학교,서울특별시 도봉구 노해로 179,초등학교,02-904-9552,http://sungmi.sen.es.kr,공립
서울숭신초등학교,서울특별시 성동구 마장로 161,초등학교,02-2252-5950,http://soongshin.sen.es.kr,공립
서울숭인초등학교,서울특별시 성북구 오패산로16길 37,초등학교,02-6953-8277,http://soongin.sen.es.kr,공립
서울시흥초등학교,서울특별시 금천구 독산로23길 26,초등학교,02-896-9500,http://siheung.sen.es.kr,공립
서울신가초등학교,서울특별시 송파구 송이로 75,초등학교,02-401-4677,http://www.singa.es.kr,공립
서울신강초등학교,서울특별시 양천구 중앙로55길 72,초등학교,02-2608-2567,http://singang.sen.es.kr,공립
서울신계초등학교,서울특별시 노원구 초안산로 29,초등학교,02-902-0009,www.singye.es.kr/,공립
서울신곡초등학교,서울특별시 강서구 등촌로13자길 42-14,초등학교,02-2643-2248,http://sg.sen.es.kr,공립
서울신구로초등학교,서울특별시 구로구 가마산로27길 69,초등학교,02-862-7192,http://www.singuro.es.kr,공립
서울신구초등학교,서울특별시 강남구 압구정로18길 28,초등학교,02-549-6815,http://www.shingu.es.kr,공립
서울신기초등학교,서울특별시 양천구 신정로 292,초등학교,02-2601-1594,http://singi.sen.es.kr,공립
서울신길초등학교,서울특별시 동작구 알마타길 16,초등학교,02-815-6417,http://www.singil.es.kr/,공립
서울신남성초등학교,서울특별시 동작구 사당로 146,초등학교,02-521-6268,http://www.shinnamsung.es.kr,공립
서울신남초등학교,서울특별시 양천구 남부순환로83길,초등학교,02-2697-5822,http://sinnam.sen.es.kr,공립
서울신내초등학교,서울특별시 중랑구 용마산로125나길 22,초등학교,02-2207-0501,http://www.sinne.es.kr,공립
서울신답초등학교,서울특별시 동대문구 천호대로 177,초등학교,02-2212-1485,http://shindap.sen.es.kr/,공립
서울신당초등학교,서울특별시 중구 난계로 141,초등학교,02-2232-2892,http://www.shindang.es.kr,공립
서울신대림초등학교,서울특별시 영등포구 대림로8길 25,초등학교,02-849-0737,http://sdr.sen.es.kr,공립
서울신도림초등학교,서울특별시 구로구 신도림로19길 44,초등학교,02-2677-2645,sindorim.sen.es.kr,공립
서울신도초등학교,서울특별시 은평구 진관1로 77-23,초등학교,02-352-3692,http://www.sindo.es.kr,공립
서울신동초등학교,서울특별시 서초구 나루터로 15,초등학교,02-6960-4500,http://sindong.sen.es.kr,공립
서울신림초등학교,서울특별시 관악구 문성로28길 31,초등학교,02-856-3127,http://sillim.sen.es.kr,공립
서울신명초등학교,서울특별시 강동구 명일로24길 33,초등학교,02-489-4074,http://www.shinmyung.es.kr,공립
서울신목초등학교,서울특별시 양천구 신목로5길 11-6,초등학교,02-2649-8497,http://sinmoc.es.kr,공립
서울신묵초등학교,서울특별시 중랑구 동일로149길 46,초등학교,02-976-6212,http://www.sinmook.es.kr,공립
서울신미림초등학교,서울특별시 구로구 신도림로 26,초등학교,02-2676-8644,http://www.sinmirim.es.kr,공립
서울신방학초등학교,서울특별시 도봉구 시루봉로 173,초등학교,02-956-6508,https://sbh.sen.es.kr,공립
서울신봉초등학교,서울특별시 관악구 양녕로6나길 1,초등학교,02-871-9616,http://sinbong.es.kr,공립
서울신북초등학교,서울특별시 마포구 월드컵북로38길 26,초등학교,02-303-6884,http://www.sinbuk.es.kr,공립
서울신사초등학교,서울특별시 은평구 가좌로 275-2,초등학교,02-373-9356,http://www.shinsa.es.kr,공립
서울신상계초등학교,서울특별시 노원구 상계로 267,초등학교,02-935-7095,http://www.sinsanggye.es.kr,공립
서울신상도초등학교,서울특별시 동작구 장승배기로 14,초등학교,02-822-6953,http://www.shinsangdo.es.kr,공립
서울신서초등학교,서울특별시 양천구 목동서로10길 35,초등학교,02-2648-0878,http://sinseo.sen.es.kr,공립
서울신석초등학교,서울특별시 마포구 대흥로 33,초등학교,02-715-3669,http://sinseok.es.kr,공립
서울신성초등학교,서울특별시 관악구 신림로 114,초등학교,02-875-7611,http://sss.sen.es.kr,공립
서울신암초등학교,서울특별시 강동구 올림픽로93길 33-16,초등학교,02-3427-0351,http://www.shinam.es.kr,공립
서울신양초등학교,서울특별시 광진구 능동로 42,초등학교,02-2201-8081,http://sinyang.sen.es.kr,공립
서울신영초등학교,서울특별시 영등포구 도신로4길 32,초등학교,02-843-2964,http://www.shinyoung.es.kr,공립
서울신용산초등학교,서울특별시 용산구 이촌로 255,초등학교,02-793-2807,http://sys.sen.es.kr,공립
서울신우초등학교,서울특별시 관악구 호암로 498,초등학교,02-874-9812,http://www.seoulsinwoo.es.kr/,공립
서울신원초등학교,서울특별시 양천구 남부순환로58길 32,초등학교,02-2608-4675,http://shinwon.sen.es.kr,공립
서울신월초등학교,서울특별시 강서구 강서로31길 48,초등학교,02-2699-4785,http://ssinwol.sen.es.kr,공립
서울신은초등학교,서울특별시 양천구 신정이펜2로 30,초등학교,02-6210-0600,http://se.es.kr,공립
서울신자초등학교,서울특별시 광진구 뚝섬로46길 64,초등학교,02-450-5600,http://www.sinja.es.kr/,공립
서울신정고등학교,서울특별시 강서구 등촌로13아길 20,고등학교,02-2644-3543,http://shinjeong.sen.hs.kr,사립
서울신정초등학교,서울특별시 강서구 곰달래로31가길 27,초등학교,02-2602-3940,http://sinjeong.es.kr,공립
서울신중초등학교,서울특별시 서초구 남부순환로317길 15,초등학교,02-521-2811,http://sinjung.es.kr/,공립
서울신창초등학교,서울특별시 도봉구 덕릉로60길 93,초등학교,02-999-8070,http://shinchang.sen.es.kr,공립
서울신천초등학교,서울특별시 송파구 올림픽로 215,초등학교,02-422-0289,http://www.sh.es.kr,공립
서울신학초등학교,서울특별시 도봉구 방학로 247-21,초등학교,02-956-2802,http://www.seoulsinhak.es.kr,공립
서울신현초등학교,서울특별시 중랑구 봉화산로 188,초등학교,02-3421-0142,http://www.shinhyun.es.kr,공립
서울신화초등학교,서울특별시 도봉구 우이천로 120,초등학교,02-992-9031,http://www.sinhwa.es.kr,공립
서울신흥초등학교,서울특별시 금천구 독산로36나길 21,초등학교,02-894-5148,http://sinheung.sen.es.kr,공립
서울실용음악고등학교,서울특별시 중구 퇴계로88가길 8,각종학교(고),02-2231-5210,http://www.seoulmusic.hs.kr,사립
서울쌍문초등학교,서울특별시 도봉구 우이천로 360,초등학교,02-992-5672,http://www.ssangmun.es.kr,공립
서울아이티고등학교,서울특별시 노원구 섬밭로 299,고등학교,02-948-1901,http://www.seoulit.hs.kr,사립
서울아주초등학교,서울특별시 송파구 올림픽로4길 59,초등학교,02-416-8388,http://www.aju.es.kr,공립
서울아현초등학교,서울특별시 마포구 굴레방로 6,초등학교,02-313-5845,http://ahyun.es.kr,공립
서울안산초등학교,서울특별시 서대문구 통일로 321,초등학교,02-737-4265,http://www.ansan.es.kr,공립
서울안암초등학교,서울특별시 성북구 고려대로7가길 39,초등학교,02-926-4426,http://anam.sen.es.kr,공립
서울안천초등학교,서울특별시 금천구 한내로 69-16,초등학교,02-894-0858,http://ancheon.sen.es.kr,공립
서울안평초등학교,서울특별시 동대문구 장한로14길 61,초등학교,02-2214-0258,http://anpyeong.es.kr,공립
서울압구정초등학교,서울특별시 강남구 압구정로39길 29,초등학교,02-3446-9646,http://www.apgujeong.es.kr/,공립
서울애화학교,서울특별시 강북구 솔매로52길 31,특수학교,02-987-5161,http://www.aewha.sc.kr,사립
서울양강초등학교,서울특별시 양천구 오목로 101,초등학교,02-2698-1214,http://yanggang.sen.es.kr,공립
서울양남초등학교,서울특별시 광진구 뚝섬로64길 71,초등학교,02-452-8189,http://s-yangnam.sen.es.kr,공립
서울양동초등학교,서울특별시 양천구 오목로23길 24,초등학교,02-2602-5101,www.yang-dong.es.kr,공립
서울양명초등학교,서울특별시 양천구 중앙로 204,초등학교,02-2646-1598,http://www.yangmyung.es.kr,공립
서울양목초등학교,서울특별시 양천구 목동로11길 30,초등학교,02-2696-4115,http://yangmok.sen.es.kr,공립
서울양원숲초등학교,서울특별시 중랑구 양원역로 95,초등학교,02-493-9701,https://yangwonsoop.sen.es.kr/index.do,공립
서울양원초등학교,서울특별시 양천구 화곡로 16,초등학교,02-2696-6357,www.yangwon.es.kr,공립
서울양재초등학교,서울특별시 서초구 바우뫼로18길 14,초등학교,02-573-4432,http://www.yangjae.es.kr/,공립
서울양전초등학교,서울특별시 강남구 개포로 513,초등학교,02-3411-8982,http://yangjeon.es.kr/,공립
서울양진초등학교,서울특별시 광진구 워커힐로 32,초등학교,02-454-9071,http://yjs.sen.es.kr,공립
